"carat";"color";"x";"y";"z";"price"
1;"D";6,43;6,37;3,93;5880
1;"D";6,38;6,35;3,96;5880
1;"E";6,45;6,43;3,97;5880
1;"D";6,52;6,48;3,93;5880
1,01;"E";6,15;6,1;4;5882
1,04;"F";6,62;6,59;3,93;5882
1,04;"F";6,55;6,5;4;5882
1,01;"E";6,59;6,54;3,89;5882
1,01;"E";6,3;6,24;3,73;5882
1,21;"E";6,83;6,88;4,18;5885
0,9;"E";6,16;6,23;3,8;5887
1,21;"D";6,8;6,83;4,24;5889
1,24;"F";6,95;6,88;4,27;5889
1,24;"F";6,94;6,9;4,25;5889
1,02;"D";6,38;6,42;3,99;5890
1,15;"D";6,72;6,76;4,16;5891
0,99;"F";6,5;6,35;4,02;5893
1,23;"F";6,8;6,84;4,25;5894
1,04;"E";6,54;6,47;3,98;5894
0,9;"D";6,14;6,09;3,85;5897
1,16;"D";6,79;6,74;4,2;5898
1,14;"E";6,78;6,68;4,09;5899
1,01;"F";6,38;6,41;4,02;5902
1,01;"F";6,46;6,51;3,9;5902
1,03;"E";6,53;6,46;3,98;5906
1,11;"E";6,66;6,61;4,07;5908
1,08;"E";6,73;6,66;3,99;5908
1,07;"F";6,62;6,67;1,07;5909
1,16;"D";6,76;6,73;4,18;5911
1,2;"D";6,7;6,78;4,28;5913
1,05;"D";6,53;6,59;4,05;5914
1,05;"D";6,46;6,48;4,06;5914
1;"F";6,44;6,41;3,94;5914
1;"E";6,4;6,33;4,02;5914
1,2;"E";6,71;6,64;4,25;5914
1,11;"D";6,66;6,59;4,08;5915
1,02;"D";6,53;6,47;3,94;5918
1,51;"F";7,2;7,08;4,67;5919
1,21;"E";6,83;6,78;4,2;5920
1,21;"D";6,83;6,89;4,18;5922
1,09;"F";6,61;6,59;4,09;5922
1,09;"F";6,61;6,56;4,08;5922
1,01;"F";6,41;6,38;3,82;5923
1,03;"D";6,45;6,48;4,04;5924
1,14;"F";6,7;6,75;4,11;5925
1,14;"F";6,78;6,8;4,05;5925
1,08;"D";6,47;6,39;4,1;5927
1,05;"D";6,7;6,59;4;5927
1;"F";6,34;6,38;3,95;5929
1;"D";6,51;6,54;3,91;5929
1;"F";6,3;6,33;3,97;5929
1;"F";6,51;6,6;3,85;5929
1;"F";6,27;6,32;4,01;5929
1,23;"E";6,86;6,81;4,27;5929
1,02;"F";6,39;6,43;4,03;5930
0,3;"F";4,3;4,33;2,69;605
0,3;"F";4,29;4,34;2,62;605
0,3;"F";4,28;4,32;2,65;605
0,3;"F";4,3;4,32;2,64;605
0,3;"F";4,29;4,32;2,69;605
0,3;"F";4,32;4,34;2,63;605
0,3;"F";4,27;4,29;2,69;605
1,15;"D";6,69;6,76;4,15;5932
1,01;"F";6,45;6,48;3,99;5932
1,09;"E";6,66;6,7;4,08;5935
1;"E";6,33;6,38;4;5935
1,13;"D";6,74;6,68;4,15;5936
1,19;"F";6,81;6,84;4,24;5937
1;"F";6,36;6,45;3,96;5938
1,11;"E";6,63;6,66;4,08;5938
1;"E";6,44;6,49;3,99;5938
1,01;"D";6,4;6,35;3,97;5939
1,01;"D";6,47;6,42;3,97;5939
1,01;"D";6,44;6,37;3,97;5939
1,01;"D";6,42;6,36;4,01;5939
1,01;"D";6,54;6,48;3,96;5939
1,06;"F";6,64;6,49;4,02;5942
1,17;"F";6,73;6,71;4,18;5944
1,06;"D";6,52;6,55;4,1;5946
0,99;"F";6,46;6,52;3,96;5947
1,25;"D";6,86;6,82;4,3;5947
1,2;"D";6,85;6,79;4,19;5947
1,03;"D";6,53;6,61;4,02;5948
1,17;"D";6,72;6,7;4,21;5949
1,05;"E";6,5;6,43;4,04;5951
1,05;"D";6,63;6,69;3,95;5952
1,04;"D";6,55;6,51;4,03;5952
1,01;"E";6,35;6,37;4,03;5954
1,02;"E";6,48;6,45;3,97;5956
1,19;"E";6,9;6,97;4,02;5956
1,11;"E";6,76;6,78;4,1;5962
1,2;"E";6,77;6,84;4,25;5964
1,12;"D";6,65;6,67;4,14;5966
1,24;"D";7,03;6,98;4,14;5969
1,01;"E";6,34;6,38;3,89;5972
1,01;"E";6,41;6,35;3,97;5973
1,01;"E";6,4;6,37;4,03;5973
1,01;"E";6,53;6,47;3,9;5973
1,55;"E";7,42;7,52;4,6;5974
1,03;"F";6,47;6,5;4,02;5974
1,07;"F";6,56;6,53;4,03;5974
1,01;"F";6,39;6,43;3,93;5975
1,26;"E";6,82;6,85;4,3;5976
1,51;"D";7,48;7,53;4,28;5979
0,94;"D";6,34;6,28;3,93;5980
1,21;"F";6,94;6,99;4,11;5982
1,07;"F";6,47;6,53;4,08;5982
0,95;"E";6,28;6,3;3,87;5983
1,06;"D";6,69;6,63;3,92;5983
1;"E";6,29;6,34;4;5984
1,01;"D";6,36;6,32;3,81;5986
1;"D";6,45;6,5;3,84;5987
1,01;"F";6,4;6,47;3,95;5988
1,01;"F";6,46;6,5;3,88;5988
1,01;"F";6,36;6,43;3,97;5988
1,01;"F";6,39;6,4;4,01;5988
1,01;"F";6,49;6,56;3,99;5988
1,01;"F";6,32;6,36;4,03;5988
1,01;"F";6,33;6,36;4,01;5988
1,2;"F";6,78;6,73;4,24;5988
1,16;"E";6,71;6,77;4,17;5991
0,93;"E";6,24;6,27;3,87;5992
1,21;"F";6,82;6,87;4,23;5996
0,96;"E";6,47;6,51;3,81;5997
1,21;"D";6,83;6,8;4,24;5997
1,02;"D";6,4;6,34;3,98;5998
1,7;"F";7,62;7,51;4,78;5998
1,02;"D";6,42;6,38;3,99;5998
1,26;"F";6,92;6,9;4,38;5998
1,02;"D";6,53;6,47;3,94;5998
1,07;"D";6,64;6,68;4,01;6002
0,8;"D";5,91;5,95;3,67;6004
1,01;"E";6,18;6,23;4,06;6004
1,2;"E";6,85;6,88;4,21;6006
1,02;"F";6,36;6,38;4,03;6007
1,59;"E";7,42;7,37;4,61;6010
1,22;"E";6,84;6,86;4,21;6012
1;"F";6,42;6,47;3,97;6013
0,9;"E";6,16;6,19;3,85;6018
1;"D";6,32;6,29;4,04;6020
1;"F";6,58;6,47;3,81;6021
1,66;"F";7,56;7,6;4,71;6025
1,5;"F";7,29;7,24;4,59;6028
1;"F";6,31;6,38;3,94;6030
1,21;"D";6,89;6,83;4,18;6031
1,25;"F";7,01;7,06;4,15;6032
1,02;"E";6,58;6,48;3,94;6032
1,14;"F";6,75;6,7;4,11;6033
1,14;"F";6,8;6,78;4,05;6033
1,01;"F";6,52;6,54;3,82;6037
1,01;"F";6,16;6,23;3,97;6037
1;"F";6,32;6,27;4,01;6037
1;"F";6,6;6,51;3,85;6037
1,23;"F";6,91;6,84;4,21;6038
0,99;"F";6,33;6,4;3,95;6038
1,01;"F";6,38;6,44;4,02;6039
1;"D";6,35;6,41;3,92;6040
1,02;"D";6,51;6,56;4;6040
1,15;"D";6,76;6,69;4,15;6041
1,01;"F";6,06;5,99;4,16;6041
1,01;"E";6,39;6,43;4,01;6043
1;"E";6,42;6,38;3,97;6043
1,09;"E";6,7;6,66;4,08;6043
1,03;"F";6,47;6,53;3,98;6044
1,22;"D";6,8;6,74;4,2;6046
1,02;"F";6,4;6,44;3,97;6047
1,02;"D";6,39;6,44;4,03;6047
1;"F";6,45;6,36;3,96;6047
1;"E";6,45;6,4;3,98;6048
0,3;"F";4,31;4,34;2,68;605
0,3;"F";4,31;4,32;2,67;605
0,3;"F";4,26;4,29;2,69;605
0,3;"F";4,27;4,33;2,7;605
0,3;"F";4,29;4,33;2,71;605
0,3;"F";4,24;4,29;2,68;605
0,3;"F";4,31;4,33;2,61;605
0,3;"F";4,31;4,33;2,68;605
0,3;"F";4,34;4,36;2,67;605
0,3;"F";4,26;4,29;2,63;605
0,3;"F";4,25;4,28;2,68;605
0,3;"F";4,3;4,33;2,66;605
0,3;"F";4,29;4,31;2,65;605
1,07;"F";6,57;6,59;4,1;6049
1;"E";6,57;6,61;3,78;6050
1,18;"F";6,85;6,87;4,11;6053
1,2;"F";6,96;6,9;4,15;6055
1,06;"D";6,55;6,52;4,1;6055
1,03;"D";6,61;6,53;4,02;6056
1,03;"F";6,51;6,55;4;6059
1,07;"E";6,56;6,5;4,08;6060
1,07;"F";6,54;6,6;4,05;6061
1,17;"D";6,72;6,78;4,11;6062
1,06;"D";6,64;6,71;3,96;6062
1,05;"D";6,68;6,74;3,98;6063
1,49;"F";7,28;7,31;4,57;6064
1,21;"E";7,07;6,91;4,11;6065
1,01;"F";6,37;6,48;4,02;6066
1,01;"D";6,32;6,35;4,07;6066
1,01;"D";6,37;6,4;3,96;6066
1,14;"D";6,75;6,81;4,13;6070
1,21;"E";6,78;6,73;4,18;6071
1,03;"E";6,42;6,44;4,02;6072
1,01;"F";6,42;6,5;3,94;6073
1,01;"F";6,37;6,44;3,99;6073
1,25;"E";6,94;7;4,24;6073
1;"D";6,34;6,38;3,99;6073
1;"E";6,37;6,42;3,93;6073
1,01;"F";6,35;6,4;4,01;6075
1,01;"D";6,42;6,37;3,95;6075
1,08;"D";6,62;6,69;4,11;6078
1,01;"D";6,23;6,19;4,05;6081
1,01;"F";6,4;6,44;4,01;6083
1,2;"F";6,74;6,8;4,25;6085
1,26;"E";6,85;6,82;4,3;6085
1,43;"E";7,02;7;4,63;6086
1,12;"F";6,66;6,72;4,12;6087
1,11;"D";6,83;6,78;3,93;6088
1,51;"D";7,53;7,48;4,28;6088
1,01;"F";6,32;6,38;3,97;6089
1,03;"E";6,64;6,56;3,93;6091
1,21;"F";6,99;6,94;4,11;6092
0,99;"F";6,37;6,39;3,94;6094
1,01;"D";6,43;6,34;4,02;6097
1,01;"F";6,5;6,46;3,88;6097
1,01;"F";6,44;6,35;3,91;6097
1,01;"F";6,45;6,38;3,98;6097
1,01;"F";6,43;6,36;4,03;6097
1,01;"F";6,43;6,36;3,99;6097
1,01;"F";6,4;6,39;4,01;6097
1,01;"F";6,36;6,32;4,03;6097
1,01;"F";6,43;6,36;3,97;6097
1;"F";6,57;6,62;3,83;6098
1;"F";6,28;6,32;4,02;6098
1;"F";6,58;6,47;3,81;6098
1,2;"E";6,73;6,78;4,23;6098
1,12;"E";6,68;6,73;4,11;6098
1,1;"E";6,75;6,66;4,07;6098
1,02;"E";6,58;6,48;3,94;6103
1,21;"F";6,87;6,82;4,23;6105
1,01;"D";6,48;6,43;3,82;6108
1,47;"F";6,99;6,94;4,59;6108
1,15;"F";6,62;6,69;4,16;6110
1,24;"F";6,91;6,86;4,25;6111
1,07;"D";6,68;6,64;4,01;6112
1,04;"D";6,51;6,54;4,04;6112
1,01;"D";6,11;6,22;4,13;6113
1,06;"E";6,59;6,52;4,05;6114
1;"D";6,36;6,32;4,02;6115
1;"F";6,26;6,21;4,04;6115
1;"F";6,19;6,14;4,01;6115
1,04;"D";6,65;6,6;3,97;6115
1,07;"E";6,53;6,6;4,1;6120
1,22;"E";6,86;6,84;4,21;6121
1,22;"E";6,9;6,82;4,29;6121
1,07;"D";6,57;6,47;4,11;6124
0,9;"F";6,07;6,02;3,88;6124
1,24;"F";6,86;6,76;4,26;6125
1,21;"D";6,74;6,78;4,21;6125
1,24;"F";6,94;6,88;4,24;6125
1,29;"D";6,99;7,03;4,34;6126
1,01;"E";6,31;6,38;3,98;6128
1,11;"D";6,68;6,74;4,12;6129
1,2;"E";6,81;6,88;4,2;6130
1,01;"E";6,3;6,37;4,03;6132
1,12;"D";6,76;6,8;4,06;6132
1,22;"F";6,84;6,9;4,24;6132
1,01;"E";6,47;6,52;3,97;6132
1,09;"D";6,57;6,61;4,08;6133
1,09;"D";6,55;6,59;4,12;6133
1,66;"F";7,6;7,56;4,71;6135
1,04;"D";6,66;6,69;3,93;6138
1,51;"E";7,31;7,37;4,55;6139
1,2;"D";6,88;6,93;4,16;6140
1,29;"D";7,22;7,18;4,17;6140
1,1;"F";6,65;6,68;4,09;6146
1,4;"E";7,17;7,12;4,46;6147
1,3;"F";6,98;7,02;4,28;6149
1,3;"F";6,98;7,02;4,28;6149
1,33;"D";7,22;7,12;4,23;6152
1,03;"F";6,39;6,45;4;6153
1;"F";6,33;6,3;3,95;6154
1,19;"D";6,84;6,88;4,19;6157
1,02;"D";6,48;6,53;3,99;6157
1,02;"D";6,44;6,39;4,03;6158
1,01;"F";6,37;6,43;4,01;6159
1,01;"F";6,38;6,42;4;6159
1,01;"F";6,38;6,42;3,97;6159
1,01;"F";6,4;6,48;3,96;6159
1,01;"F";6,29;6,39;4;6159
1,01;"F";6,34;6,38;3,9;6159
1,01;"F";6,39;6,44;3,96;6159
1,01;"F";6,51;6,58;3,97;6159
1,01;"E";6,2;6,23;4,09;6159
1;"E";6,61;6,57;3,78;6160
1;"D";6,17;6,22;4,07;6163
1,01;"F";6,4;6,34;4,01;6165
0,3;"F";4,32;4,35;2,64;605
0,3;"F";4,26;4,28;2,67;605
0,3;"F";4,36;4,39;2,65;605
0,3;"F";4,26;4,31;2,66;605
0,27;"E";4,16;4,17;2,55;606
0,3;"D";4,32;4,35;2,68;606
0,3;"D";4,37;4,41;2,61;606
0,37;"E";4,6;4,65;2,84;606
1,04;"F";6,56;6,62;3,93;6166
1,1;"F";6,76;6,71;4,04;6166
1,12;"E";6,69;6,71;4,13;6168
1,06;"E";6,63;6,67;3,98;6169
1,23;"E";6,82;6,78;4,24;6172
1,05;"D";6,42;6,38;4,08;6174
1,05;"D";6,74;6,68;3,98;6174
1,49;"F";7,31;7,28;4,57;6175
1,01;"D";6,35;6,32;4,07;6176
1,01;"D";6,21;6,16;4,06;6176
1,01;"F";6,48;6,37;4,02;6176
1,01;"D";6,3;6,24;4,01;6176
1,01;"D";6,4;6,37;3,96;6176
1,11;"E";6,62;6,66;4,08;6178
1,03;"F";6,48;6,44;4,03;6178
1,37;"F";7,12;7,08;4,46;6181
1,2;"F";6,8;6,75;4,16;6182
1;"F";6,3;6,35;4;6183
1;"F";6,4;6,43;3,99;6183
1;"F";6,4;6,47;4,02;6183
1,03;"E";6,44;6,42;4,02;6183
1,03;"F";6,5;6,46;4,03;6183
1;"D";6,33;6,4;3,87;6189
1;"D";6,31;6,34;3,97;6189
1;"D";6,35;6,39;3,9;6190
1,21;"D";6,81;6,83;4,23;6190
1,02;"D";6,41;6,44;4;6191
1;"F";6,27;6,29;3,92;6192
1,14;"F";6,71;6,77;4,13;6194
1,58;"F";7,68;7,59;4,51;6194
1,02;"F";6,49;6,54;3,92;6195
1,01;"F";6,58;6,65;3,91;6196
1;"D";6,44;6,49;3,9;6196
1,05;"D";6,52;6,56;3,97;6196
1,07;"F";6,51;6,53;4,06;6200
1,08;"D";6,63;6,72;4,09;6203
1,01;"F";6,46;6,51;3,84;6204
1;"E";6,4;6,44;3,94;6207
0,9;"D";6,14;6,18;3,83;6208
1;"F";6,35;6,3;3,97;6209
1;"F";6,42;6,34;3,93;6209
1,1;"D";6,67;6,6;3,98;6209
1;"F";6,32;6,28;4,02;6209
1,2;"F";6,63;6,58;4,23;6209
1;"F";6,24;6,33;4,08;6210
1,02;"E";6,47;6,38;3,98;6215
1,03;"F";6,34;6,31;4,01;6218
1,02;"F";6,41;6,44;4,03;6220
1,01;"E";6,37;6,47;4,04;6221
1,01;"E";6,32;6,35;3,99;6221
1,01;"E";6,32;6,36;3,96;6221
1,01;"E";6,27;6,29;4;6221
1,01;"E";6,33;6,36;3,97;6221
1,32;"E";6,86;6,79;4,45;6221
1;"F";6,32;6,36;4;6223
1,21;"E";6,86;6,79;4,2;6223
1,05;"E";6,63;6,71;3,98;6224
0,9;"E";6,19;6,22;3,83;6230
1,07;"E";6,6;6,53;4,1;6232
1,23;"F";6,77;6,79;4,2;6233
1,22;"E";6,81;6,85;4,2;6237
1,02;"F";6,48;6,42;3,96;6238
1,11;"D";6,74;6,68;4,12;6241
1,01;"F";6,34;6,4;3,97;6244
1,01;"F";6,41;6,46;3,96;6244
1;"E";6,27;6,38;3,98;6245
1;"E";6,33;6,4;3,97;6248
1,21;"D";6,77;6,83;4,24;6248
1,06;"F";6,56;6,58;4,06;6249
1,03;"D";6,52;6,54;4,04;6250
1,01;"E";6,44;6,46;3,92;6250
1,2;"F";6,81;6,75;4,23;6250
1;"D";6,27;6,21;3,99;6250
1,14;"D";6,84;6,78;4,01;6256
1,33;"E";7,13;7,05;4,33;6256
1,01;"F";6,51;6,56;3,84;6257
1,01;"F";6,49;6,61;3,88;6257
1,01;"D";6,42;6,45;4;6257
1,09;"D";6,6;6,62;4,15;6259
1,04;"E";6,49;6,52;4,07;6260
1,3;"F";7,02;6,98;4,28;6261
1,21;"E";7,01;6,92;4,18;6261
1,21;"E";6,75;6,7;4,24;6261
1,54;"E";7,26;7,3;4,61;6261
1,21;"F";6,81;6,74;4,24;6261
1;"E";6,42;6,36;3,96;6261
1,12;"F";6,6;6,62;4,16;6262
1,01;"E";6,36;6,45;3,95;6265
1;"F";6,29;6,34;4;6267
1,01;"F";6,41;6,37;4,03;6267
1,01;"E";6,43;6,5;3,93;6268
1;"E";6,57;6,64;3,79;6268
1,01;"D";6,37;6,43;3,93;6270
1,01;"D";6,33;6,37;4,04;6270
1,01;"F";6,43;6,35;3,99;6271
1,01;"F";6,59;6,51;3,86;6271
1,01;"F";6,37;6,3;3,97;6271
1,01;"F";6,34;6,3;3,94;6271
1,01;"F";6,42;6,45;3,91;6271
1,01;"F";6,39;6,29;4;6271
1,01;"F";6,38;6,34;3,9;6271
1,01;"F";6,49;6,4;3,94;6271
1,01;"D";6,38;6,32;3,91;6271
1,01;"F";6,43;6,4;4,01;6271
1,01;"F";6,52;6,46;3,92;6271
1;"E";6,29;6,26;3,94;6272
1,6;"F";7,35;7,26;4,8;6272
1;"E";6,56;6,53;3,76;6272
1;"E";6,31;6,19;3,99;6272
1;"E";6,45;6,38;3,84;6272
1,07;"F";6,55;6,5;4,07;6274
1;"E";6,43;6,41;3,92;6275
1,26;"F";6,91;6,87;4,32;6277
1,04;"F";6,62;6,56;3,93;6278
1;"E";6,33;6,46;3,88;6279
1;"F";6,32;6,36;3,96;6283
1;"E";6,22;6,31;4,01;6285
1;"E";6,59;6,46;3,79;6285
1,01;"F";6,55;6,59;3,86;6288
1,01;"F";6,44;6,49;3,93;6288
1,01;"F";6,48;6,51;3,86;6288
1,23;"E";6,92;7,01;4,26;6288
1,01;"F";6,3;6,34;3,9;6288
1,01;"F";6,28;6,35;3,92;6288
0,9;"E";6,04;6,12;3,78;6289
1,01;"F";6,29;6,34;4,02;6289
1,23;"D";6,97;7,02;4,24;6289
1,23;"D";6,81;6,87;4,27;6289
0,35;"F";4,57;4,6;2,82;607
0,31;"F";4,27;4,3;2,74;607
0,24;"F";4,01;4,04;2,48;608
0,24;"F";3,98;4;2,45;608
0,24;"F";4,04;4,06;2,45;608
0,24;"E";3,96;3,98;2,47;608
0,24;"E";3,96;3,99;2,48;608
0,24;"F";3,97;4;2,48;608
0,24;"F";3,97;4,01;2,49;608
0,24;"F";4,05;4,07;2,45;608
0,24;"F";3,98;4,02;2,49;608
0,95;"F";6,31;6,34;3,9;6291
1,11;"E";6,66;6,62;4,08;6291
1;"F";6,47;6,4;4,02;6296
1;"F";6,43;6,4;3,99;6296
1;"F";6,35;6,3;4;6296
1,03;"D";6,48;6,45;4,02;6299
1,5;"E";7,19;7,12;4,54;6300
1,5;"D";7,28;7,24;4,48;6300
1,5;"E";7,21;7,17;4,42;6300
1,16;"F";6,73;6,65;4,24;6301
1;"D";6,39;6,35;3,9;6303
1,34;"D";7,12;7,08;4,38;6303
1,02;"F";6,48;6,5;3,99;6306
1,03;"F";6,47;6,42;4,02;6307
1,01;"E";6,39;6,45;4;6310
1;"E";6,25;6,32;4,01;6315
1;"E";6,26;6,31;4,03;6315
1,05;"E";6,62;6,67;4,03;6316
1;"F";6,38;6,41;4,01;6319
1,08;"F";6,56;6,5;4,12;6319
1,24;"D";7,05;7,01;4,16;6319
1,14;"F";6,82;6,79;4,11;6320
1,21;"E";6,78;6,79;4,27;6324
1;"E";6,34;6,42;3,98;6324
1,3;"D";7,22;7,27;4,14;6327
1,18;"E";6,86;6,89;4,19;6328
1;"D";6,28;6,24;4,01;6328
1;"F";6,35;6,32;3,98;6328
1;"F";6,37;6,29;3,94;6328
1,01;"F";6,44;6,49;3,93;6330
1,01;"F";6,32;6,39;4,06;6330
1,01;"F";6,52;6,49;3,94;6332
1,02;"F";6,44;6,41;4,03;6333
1,01;"E";6,29;6,27;4;6335
1,01;"E";6,35;6,32;3,99;6335
1,01;"E";6,47;6,37;4,04;6335
1,01;"E";6,56;6,52;3,94;6335
1,01;"E";6,3;6,26;3,96;6335
0,81;"F";5,98;6,05;3,7;6338
1;"F";6,39;6,44;3,99;6340
1,02;"D";6,43;6,47;4;6340
1,04;"F";6,56;6,61;3,96;6342
1,02;"E";6,41;6,44;4,02;6342
1,51;"E";7,27;7,24;4,55;6342
1,22;"E";6,84;6,81;4,28;6343
1,2;"D";6,72;6,68;4,27;6344
1,03;"E";6,54;6,6;3,94;6344
1,2;"D";6,75;6,7;4,18;6344
1,01;"E";6,53;6,47;3,95;6346
1,01;"E";6,5;6,47;3,96;6346
1,22;"E";6,85;6,81;4,2;6351
1;"F";6,26;6,32;4,02;6352
1,1;"D";6,71;6,74;4,08;6352
1;"F";6,34;6,38;4;6352
1;"F";6,35;6,38;3,97;6352
1;"F";6,29;6,37;3,96;6352
1,06;"D";6,63;6,56;4,03;6352
1;"E";6,38;6,27;3,98;6359
0,92;"F";6,26;6,3;3,85;6360
1,04;"F";6,54;6,48;3,97;6361
1,06;"F";6,58;6,56;4,06;6363
1,02;"E";6,44;6,47;3,91;6366
1,01;"F";6,26;6,16;4,01;6366
1,16;"E";6,7;6,64;4,09;6366
1,01;"D";6,29;6,24;4,09;6366
1,22;"D";6,84;6,92;4,25;6372
1,05;"D";6,39;6,51;4,06;6373
1,2;"E";6,75;6,69;4,25;6373
1;"E";6,44;6,46;3,83;6377
1,24;"E";6,99;6,89;4,24;6377
1;"F";6,34;6,29;4;6382
1,27;"E";7,09;7,14;4,28;6383
1;"D";6,24;6,33;4,03;6389
1;"F";6,18;6,28;4;6389
1,01;"F";6,27;6,19;4,02;6391
1,13;"F";6,83;6,79;4,06;6391
1,02;"F";6,55;6,62;4,02;6393
1,51;"F";7,33;7,29;4,58;6393
1,02;"E";6,45;6,4;4,03;6397
1,36;"E";7,26;7,19;4,19;6397
1,2;"E";6,84;6,77;4,26;6397
1;"F";6,25;6,21;4,07;6397
1,02;"E";6,51;6,47;3,92;6397
1,02;"F";6,4;6,28;4,07;6397
1,01;"E";6,41;6,47;3,92;6399
1,01;"E";6,3;6,33;4;6399
1,01;"E";6,35;6,38;4,03;6399
1,01;"E";6,42;6,46;3,99;6399
1,01;"E";6,51;6,58;3,8;6399
1,06;"F";6,6;6,58;3,99;6399
0,84;"D";6,04;6,08;3,76;6399
1,06;"F";6,56;6,51;4,07;6399
1;"E";6,36;6,29;3,98;6400
1,22;"F";6,81;6,85;4,27;6401
1,05;"F";6,52;6,59;4,11;6403
1,22;"E";7,03;6,9;4,16;6403
1,23;"E";7,01;6,92;4,26;6403
1,04;"F";6,64;6,69;3,93;6405
1,02;"F";6,44;6,37;3,98;6412
1,01;"F";6,38;6,5;3,93;6416
1,01;"F";6,51;6,54;3,86;6416
1,01;"F";6,36;6,39;4,02;6416
1,01;"F";6,33;6,41;4;6416
1,01;"F";6,37;6,4;3,97;6416
1,01;"F";6,42;6,48;3,98;6416
1,01;"F";6,46;6,51;4,02;6416
1;"F";6,37;6,43;3,95;6424
1,01;"E";6,42;6,34;3,96;6425
1,06;"D";6,49;6,52;4,07;6426
1,01;"D";6,43;6,45;3,97;6429
1,2;"F";6,76;6,69;4,23;6435
1,01;"F";6,46;6,54;3,86;6439
1;"D";6,26;6,36;3,98;6440
1,25;"F";6,76;6,71;4,31;6440
1,21;"E";6,79;6,78;4,27;6440
1,07;"E";6,61;6,66;4,01;6441
0,9;"D";6,27;6,25;3,83;6441
1,3;"F";6,96;7;4,34;6442
1,36;"D";7,15;7,19;4,39;6443
1,3;"D";7,27;7,22;4,14;6443
0,91;"D";6,26;6,32;3,83;6444
1;"E";6,29;6,36;3,83;6445
1,01;"F";6,39;6,32;4,06;6446
1,01;"F";6,47;6,41;3,92;6446
1,02;"D";6,29;6,33;4,03;6447
1,14;"F";6,77;6,72;4,12;6448
1,01;"D";6,27;6,31;4,06;6449
1,45;"F";7,17;7,11;4,59;6455
1,22;"F";6,87;6,79;4,29;6456
1,04;"F";6,61;6,56;3,96;6458
1,28;"F";6,96;6,91;4,32;6458
1,36;"F";7,16;7,12;4,38;6458
1,12;"E";6,69;6,66;4,11;6458
1,07;"F";6,5;6,47;4,08;6459
1,03;"D";6,61;6,68;3,98;6460
1,03;"E";6,6;6,54;3,94;6460
1,02;"E";6,29;6,34;3,99;6462
1,14;"D";6,64;6,67;4,17;6464
0,9;"E";6,08;6,17;3,8;6466
1,03;"F";6,59;6,56;3,97;6467
1;"F";6,38;6,43;4,03;6468
1;"F";6,35;6,42;4;6468
1;"F";6,53;6,5;3,82;6468
1;"F";6,38;6,35;3,97;6468
1,25;"E";6,93;6,89;4,22;6468
1,1;"D";6,74;6,71;4,08;6468
1;"F";6,37;6,29;3,96;6468
1,31;"F";6,98;6,9;4,33;6470
1,29;"E";6,94;6,88;4,34;6473
1,26;"E";7,03;6,97;4,27;6477
1,02;"F";6,52;6,62;3,9;6479
1,02;"F";6,42;6,5;4,05;6479
1,02;"F";6,47;6,5;4;6479
1,02;"F";6,42;6,54;3,97;6479
1,02;"F";6,37;6,4;4,04;6479
1,02;"F";6,39;6,44;4,02;6479
1,01;"E";6,34;6,4;4,02;6480
1,03;"F";6,5;6,46;4,02;6484
1,01;"E";6,39;6,43;4;6488
1,01;"E";6,37;6,43;4,02;6488
1,51;"E";7,41;7,36;4,36;6494
1,01;"F";6,39;6,43;4,01;6501
1,01;"E";6,38;6,42;4,06;6501
1,24;"F";6,85;6,9;4,22;6503
1,21;"D";6,79;6,71;4,22;6505
1,21;"D";6,79;6,71;4,22;6505
1,29;"F";7,08;6,99;4,34;6509
1,01;"E";6,22;6,29;4,04;6509
1,02;"F";6,42;6,33;4,01;6509
1,11;"F";6,67;6,69;4,08;6512
0,92;"D";6,26;6,28;3,85;6513
1,01;"E";6,38;6,35;4,03;6516
1,01;"E";6,33;6,3;4;6516
1,01;"E";6,58;6,51;3,8;6516
1,01;"E";6,39;6,5;3,94;6517
1,01;"E";6,55;6,63;3,88;6517
1,15;"E";6,8;6,77;4,09;6517
1;"E";6,35;6,4;3,99;6518
1,22;"F";6,85;6,81;4,27;6518
1;"F";6,36;6,41;3,95;6521
1,01;"E";6,36;6,41;3,97;6522
1,01;"E";6,47;6,6;3,95;6522
1,01;"E";6,34;6,37;4,02;6522
1,01;"E";6,64;6,68;3,86;6522
1,19;"F";6,85;6,89;4,18;6526
1,22;"F";6,8;6,74;4,27;6530
1,09;"D";6,61;6,65;4,06;6532
2;"F";7,84;7,7;5,14;6532
1,01;"F";6,41;6,33;4,03;6533
1,01;"F";6,48;6,42;3,98;6533
1,01;"F";6,4;6,37;3,97;6533
1,01;"F";6,48;6,44;3,83;6533
1,01;"F";6,54;6,51;3,86;6533
1,01;"F";6,51;6,46;4,02;6533
1,01;"F";6,41;6,33;4;6533
1,01;"F";6,39;6,36;4,02;6533
1,2;"E";6,75;6,82;4,19;6534
1,08;"D";6,52;6,56;4,1;6539
1,08;"D";6,68;6,71;4,04;6539
1,01;"F";6,3;6,36;4;6540
0,3;"D";4,25;4,21;2,71;608
0,32;"E";4,4;4,46;2,72;608
0,33;"D";4,46;4,49;2,69;608
0,33;"D";4,43;4,44;2,77;608
0,33;"D";4,47;4,49;2,7;608
0,33;"D";4,41;4,44;2,76;608
0,33;"D";4,47;4,5;2,69;608
